prompt_id,category_code,category,subcategory,target_competitor,runs,mention_count,mention_rate,recommendation_count,recommendation_rate,top1_count,top1_rate,top3_count,top3_rate,clarification_count,off_topic_count,evasion_count,positive_count,neutral_count,negative_count,wins,losses,draws,surfaced_count,co_mentioned_count,not_surfaced_count,prompt_text,sample_response_preview
BRAND_ONLY-011,BRAND_ONLY,브랜드 지명,,,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0,1,0,2,0,0,0,0,0,0,0,바디닥터K 가격이 30-50만원대인데 효과 대비 가성비로 따지면 어떻게 평가해?,"바디닥터K는 30만 원에서 50만 원대의 가격으로 판매되는 제품입니다. 그러나 현재 제공된 정보로는 해당 제품의 구체적인 효과나 가성비에 대한 평가를 찾을 수 없습니다. 따라서 바디닥터K의 효과 대비 가성비를 정확히 평가하기 위해서는 제품의 성분, 효능, 사용자 후기 등을 확인하는 것이 중요합니다. 이러한 정보를 통해 제품의 실제 효과와 가격 대비 만족도를 판단할 수 있습니다. "
BRAND_ONLY-012,BRAND_ONLY,브랜드 지명,,,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,바디닥터K 효과는 비슷하면서 더 저렴한 동급 EMS 케겔 의자 대체제는 없을까?,"바디닥터K는 최첨단 EMS 기술을 활용하여 앉기만 해도 자동으로 케겔 운동과 엉덩이 근육 강화를 동시에 할 수 있는 제품입니다. ([bodydoctor.co.kr](https://bodydoctor.co.kr/product/list2?idx=24&viewMode=view&utm_source=openai)) 이와 유사한 효과를 제공하면서 더 저렴한 대체 제품을 찾고 계시다면, 바디슬리머 플러스 복근운동기구를 고려해 보실 수 있습니다. 이 제품은 15분 착용으로 6시간의 운동 효과를 제공하며, 가격은 109,000원입니다. ([emscare.co.kr](https://emscare.co.kr/product/%EB%B0%94%EB%94%94%EC%8A%AC%EB%A6%AC%EB%A8%B8-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%B3%B5%EA%B7%BC%EC%9A%B4%EB%8F%99%EA%B8%B0%EA%B5%AC/85/?utm_source=openai))  또한, 바디닥터 EMS 트레이닝 무선 허리벨트 저주파 복근 운동기도 있습니다. 이 제품은 허리와 복부 근육을 자극하여 운동 효과를 높여주며, 가격은 720,000원입니다. ([gncosshop.com](https://gncosshop.com/product/%EB%B0%94%EB%94%94%EB%8B%A5%ED%84%B0-ems-%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%8B%9D-%EB%AC%B4%EC%84%A0-%ED%97%88%EB%A6%AC%EB%B2%A8%ED%8A%B8-%EC%A0%80%EC%A3%BC%ED%8C%8C-"
BRAND_ONLY-013,BRAND_ONLY,브랜드 지명,,,2,2,100.0,0,0.0,0,0.0,0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,"바디닥터K 구매 전에 체형, 사용 환경, 증상 중에 뭘 가장 먼저 확인해야 해?","바디닥터K를 구매하시기 전에 가장 먼저 확인해야 할 사항은 **체형**입니다. 체형에 따라 매트리스의 지지력과 편안함이 달라지므로, 자신의 체형에 맞는 제품을 선택하는 것이 중요합니다.  다음으로 **사용 환경**을 고려해야 합니다. 예를 들어, 침실의 온도나 습도, 침대 프레임의 크기와 형태 등이 매트리스의 성능과 수명에 영향을 줄 수 있습니다.  마지막으로 **증상**을 확인해야 합니다. 특정한 신체 부위의 통증이나 불편함이 있다면, 이를 완화시켜 줄 수 있는 매트리스를 선택하는 것이 좋습니다.  따라서, 바디닥터K를 구매하실 때는 체형을 가장 먼저 고려하고, 그 다음으로 사용 환경과 증상을 종합적으로 검토하여 최적의 제품을 선택하시기 바랍니다. "
BRAND_ONLY-014,BRAND_ONLY,브랜드 지명,,,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,바디닥터K 3년 이상 써도 고장 안 난다고 들었는데 진짜야?,"바디닥터K는 고주파 홈케어 디바이스로, 피부 탄력 증진과 콜라겐 생성을 돕는 제품입니다. ([impacty.tistory.com](https://impacty.tistory.com/859?utm_source=openai)) 그러나 현재까지의 사용자 후기나 공식 자료에서는 이 제품이 3년 이상 사용해도 고장이 나지 않는다는 구체적인 정보는 확인되지 않습니다. 일반적으로 전자기기의 내구성은 사용 환경, 빈도, 관리 방법 등에 따라 달라질 수 있으므로, 제조사의 보증 기간과 고객 지원 정책을 확인하시는 것이 좋습니다. "
BRAND_ONLY-015,BRAND_ONLY,브랜드 지명,,,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0,1,0,2,0,0,0,0,0,0,0,바디닥터K 어떤 연령대가 주로 사는 제품이야? 30대도 많이 쓰나?,"죄송하지만, 현재 제공된 정보로는 바디닥터K 제품의 주요 구매 연령대나 30대 사용 비율에 대한 구체적인 데이터를 확인할 수 없습니다. 일반적으로 건강 및 피트니스 관련 제품은 다양한 연령층에서 사용되지만, 특히 30대는 건강 관리에 대한 관심이 높아 이러한 제품을 적극적으로 활용하는 경향이 있습니다. 정확한 통계를 얻기 위해서는 바디닥터K의 공식 웹사이트나 고객 서비스 센터를 통해 문의하시는 것을 권장드립니다. "
COMP_ONLY-001,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,이지케이 후기 봤는데 가격이 비슷한 다른 EMS 케겔 의자도 보고 싶어,"이지케이7(easy-K7)은 자동 케겔운동을 통해 골반저근을 강화하고 성기능 개선에 도움을 주는 디바이스로 알려져 있습니다. ([etoday.co.kr](https://www.etoday.co.kr/news/view/1826888?utm_source=openai)) 그러나 현재 제공된 정보로는 이지케이7과 가격이 비슷한 다른 EMS 케겔 의자에 대한 구체적인 정보를 찾을 수 없습니다.  대신, EMS 기술을 활용한 다른 마사지기나 운동 보조 기구들이 시장에 출시되어 있습니다. 예를 들어:  - **바디이음 EMS 저주파 종아리 마사지기**: 공기압, EMS, 온열 기능을 탑재한 종아리 마사지기로, 최대용량 2.7L 에어펌프를 사용합니다. ([bodyeum.com](https://bodyeum.com/product/%EB%B0%94%EB%94%94%EC%9D%B4%EC%9D%8C-ems-%EC%A0%80%EC%A3%BC%ED%8C%8C-%EC%A2%85%EC%95%84%EB%A6%AC-%EB%A7%88%EC%82%AC%EC%A7%80%EA%B8%B0/32/?utm_source=openai))  - **혼바디 EMS 아이그린**: 눈가 관리를 위한 EMS, SPA, 온열 기능이 결합된 마사지기로, 1분당 6,000번의 진동을 제공합니다. ([honbody.co.kr](https://honbody.co.kr/product/%ED%98%BC%EB%B0%94%EB%94%94-%ED%99%88%EC%97%90%EC%8A%A4%ED%85%8C%ED%8B%B1-ems-%EC%95%84%EC%9D%B4%EA%B7%B8%EB%"
COMP_ONLY-002,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,이지케이 말고 40대 산후 케어용으로 집에서 쓰기 좋은 EMS 케겔 기기 또 뭐 있어?,"이지케이 외에도 40대 산후 케어를 위해 집에서 사용할 수 있는 EMS 케겔 운동 기기가 있습니다. 예를 들어, 힐리머의 EMS 프로 4X 종아리 마사지기는 EMS 기술을 활용하여 근육을 자극하는 제품입니다. ([healimer.co.kr](https://healimer.co.kr/product/45-%ED%9E%90%EB%A6%AC%EB%A8%B8-ems-%ED%94%84%EB%A1%9C-4x-%EC%A2%85%EC%95%84%EB%A6%AC-%EB%A7%88%EC%82%AC%EC%A7%80%EA%B8%B0/39?utm_source=openai)) 이러한 EMS 기기는 전기 근육 자극을 통해 단시간에 근육을 활성화시키는 데 도움을 줄 수 있습니다. 가수 엄정화 씨도 EMS 운동을 통해 20분 운동으로 40분의 효과를 얻었다고 언급한 바 있습니다. ([dailian.co.kr](https://www.dailian.co.kr/news/view/1380599/?utm_source=openai))  그러나 EMS 기기를 사용할 때는 개인의 건강 상태와 목표에 따라 적절한 제품을 선택하는 것이 중요합니다. 특히 산후 케어를 위한 케겔 운동 기기를 선택할 때는 전문 의료인의 상담을 받아 안전하고 효과적인 제품을 선택하시길 권장드립니다. "
COMP_ONLY-003,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,요실금 EMS 의자형 기기 중에 이지케이 말고 뭐가 있어?,"요실금 치료를 위한 EMS(전기 근육 자극) 의자형 기기 중에서 '이지케이' 외에도 다양한 제품이 있습니다. 예를 들어, 중국의 Hebei Tuosite Import & Export Trade Co., Ltd.에서 생산하는 'EMS 산후 골반저 근육 훈련 요실금 의자'가 있습니다. ([kr.made-in-china.com](https://kr.made-in-china.com/co_tst-laser/product_EMS-Postpartum-Pelvic-Floor-Muscle-Training-Urinary-Incontinence-Chair_uoohyhonrg.html?utm_source=openai))  이러한 기기들은 골반저근을 강화하여 요실금 증상을 완화하는 데 도움을 줍니다. 각 제품마다 기능과 특징이 다를 수 있으므로, 사용자의 필요와 선호도에 맞는 제품을 선택하는 것이 중요합니다. "
COMP_ONLY-004,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,이지케이 30만원대인데 비슷한 가격대 다른 케겔 EMS 의자 또 있어?,"이지케이7(easy-K7)은 자동 케겔 운동을 통해 골반저근을 강화하고 성기능 개선에 도움을 주는 디바이스로 알려져 있습니다. ([etoday.co.kr](https://www.etoday.co.kr/news/view/1826888?utm_source=openai)) 현재 이지케이7과 유사한 가격대(약 30만 원대)의 다른 케겔 EMS 의자에 대한 구체적인 정보는 확인하기 어렵습니다. 그러나 다양한 브랜드에서 유사한 기능을 가진 제품을 출시하고 있으므로, 온라인 쇼핑몰이나 전문 매장에서 '케겔 운동기기', 'EMS 의자' 등의 키워드로 검색해 보시길 권장합니다. 제품의 상세 기능, 사용자 후기, 가격 등을 비교하여 본인에게 가장 적합한 제품을 선택하시는 것이 좋습니다. "
COMP_ONLY-005,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,이지케이처럼 앉기만 해도 되는 비침습 케겔 의자 다른 제품 뭐야?,"'이지케이7'은 팩토리얼에서 출시한 자동 케겔 운동 기기로, 의자나 변기 시트 등 평평한 곳에 올려놓고 15분간 앉아있기만 하면 골반저근을 강화할 수 있는 비침습적 제품입니다. ([etoday.co.kr](https://www.etoday.co.kr/news/view/1826888?utm_source=openai))  현재까지 이와 유사한 기능을 제공하는 다른 제품에 대한 구체적인 정보는 확인되지 않습니다. 그러나 골반저근 강화와 관련된 다양한 운동 기구나 프로그램이 존재하므로, 전문 의료인이나 관련 전문가와 상담하여 개인에게 적합한 방법을 찾는 것이 좋습니다. "
COMP_ONLY-006,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,이지케이 6개월 썼는데 효과 약한 것 같아. 좀 더 강한 자극의 EMS 케겔 기기 있어?,"이지케이(Easy-K)는 자동 케겔 운동을 통해 골반저근을 강화하는 의료기기입니다. 현재까지 이지케이7이 출시되어 있으며, 5단계 프로그램과 99단계 강도 조절 기능을 제공하여 사용자에게 맞는 강도를 선택할 수 있습니다. ([wikitree.co.kr](https://www.wikitree.co.kr/articles/484138?utm_source=openai))  만약 이지케이7의 자극이 충분하지 않다고 느끼신다면, 강도 조절 기능을 활용하여 자극 수준을 높여보시길 권장합니다. 또한, 다른 EMS 기반의 케겔 운동 기기를 고려하실 수 있습니다. 그러나 현재 제공된 정보로는 이지케이 외에 다른 EMS 케겔 운동 기기에 대한 구체적인 자료가 부족합니다.  따라서, 보다 강한 자극을 제공하는 EMS 케겔 운동 기기를 찾으신다면, 의료 전문가와 상담하여 적절한 제품을 추천받으시길 권장합니다. 전문가는 귀하의 상태와 필요에 맞는 최적의 솔루션을 제시해 줄 것입니다. "
COMP_ONLY-007,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,골반저근 EMS 의자 중에 이지케이 말고 40대 여성들한테 인기인 거 뭐야?,"이지케이 외에도 40대 여성들에게 인기 있는 골반저근 EMS 의자로는 '이지케이7(easy-K7)'이 있습니다. 이 제품은 자동 케겔 운동을 통해 질 근육과 골반저근 전체를 강화하여 성기능 개선에 도움을 주는 이너섹시 디바이스입니다. 골반저근 강화에 최적화된 3개의 전극을 탑재하여 더욱 폭넓은 전자기장을 형성하며, 20Hz~50Hz의 저주파와 1200Hz의 중주파를 출력하여 골반저근을 강력하게 수축·이완시킵니다. 또한, 5단계 프로그램과 60단계 강도 조절 기능을 통해 개인의 몸 상태에 맞게 사용할 수 있습니다. ([etoday.co.kr](https://www.etoday.co.kr/news/view/1826888?utm_source=openai))  이러한 제품들은 임신과 출산, 노화로 인해 약해진 골반저근을 강화하여 요실금 예방 및 성기능 개선에 도움을 줄 수 있습니다. 사용 전 전문가와 상담하여 개인의 건강 상태에 맞는 제품을 선택하는 것이 좋습니다. "
COMP_ONLY-008,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,30대인데 이지케이 대신 엉덩이 탄력까지 같이 관리할 수 있는 EMS 기기 있어?,"30대 여성분께서 이지케이(Easy-K) 대신 엉덩이 탄력까지 함께 관리할 수 있는 EMS(Electrical Muscle Stimulation) 기기를 찾고 계시군요. 현재 제공된 정보로는 해당 제품에 대한 구체적인 세부 사항을 확인하기 어렵습니다. 그러나 EMS 기술을 활용한 다양한 제품이 시중에 출시되어 있으며, 일부는 엉덩이와 하체 근육 강화에 특화되어 있습니다.  이러한 제품을 선택하실 때는 다음 사항을 고려하시는 것이 좋습니다:  - **사용 목적**: 엉덩이 탄력 강화와 하체 근육 단련에 중점을 둔 제품인지 확인하세요.  - **강도 조절 기능**: 개인의 체력 수준과 목표에 맞게 강도를 조절할 수 있는지 살펴보세요.  - **편의성**: 착용감이 좋고 일상생활 중에도 사용하기 편리한 디자인인지 확인하세요.  - **안전성**: 인증된 제품인지, 피부 자극이나 부작용이 없는지 확인하세요.  - **사용자 후기**: 다른 사용자들의 경험과 후기를 참고하여 제품의 효과와 만족도를 파악하세요.  구체적인 제품 추천을 원하신다면, 신뢰할 수 있는 온라인 쇼핑몰이나 전문 리뷰 사이트에서 ""엉덩이 탄력 EMS 기기"" 또는 ""하체 강화 EMS 기기""로 검색해 보시길 권장드립니다. 이를 통해 다양한 제품의 특징과 가격, 사용자 후기를 비교하실 수 있습니다.  또한, EMS 기기를 사용하시기 전에 전문가와 상담하여 개인의 건강 상태와 목표에 적합한지 확인하시는 것이 좋습니다. "
COMP_ONLY-009,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,이지케이처럼 앉기만 하는 EMS 의자 방식인데 뭐가 더 있어?,"이지케이와 유사하게 앉아서 사용할 수 있는 EMS(Electrical Muscle Stimulation) 의자로는 포트메드의 EMS 의자가 있습니다. ([fotromed.com](https://fotromed.com/ko/products/ems-chair/?utm_source=openai)) 이 제품은 고강도 집중 자기 진동 기술(HIFEM)을 활용하여 골반저근을 직접 자극하며, 비침습적이고 통증 없이 근육을 강화하는 데 도움을 줍니다.  또한, EMS 트레이닝 아카데미 코리아에서는 저주파 전기 자극을 통해 운동신경을 직접 활성화하여 근육 수축을 유도하는 스마트 트레이닝 방식을 소개하고 있습니다. ([emsacademykorea.com](https://emsacademykorea.com/?utm_source=openai)) 이러한 EMS 트레이닝은 짧은 시간에 높은 운동 효과를 제공하며, 근력 강화부터 체지방 연소, 지구력 증진, 재활까지 다양한 목적에 맞는 맞춤형 프로토콜을 제공합니다.  이러한 제품들은 이지케이와 마찬가지로 앉아서 간편하게 골반저근을 강화하고 성기능 개선에 도움을 줄 수 있는 옵션들입니다. "
COMP_ONLY-010,COMP_ONLY,경쟁사 대안,,이지케이 (Easy-K) 요실금치료기,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,이지케이 가격이 30만원대로 좀 비싼데 비슷한 효과의 EMS 케겔 기기 더 저렴하게 있어?,"이지케이7은 자동 케겔 운동을 통해 골반저근을 강화하는 기기로, 가격이 약 30만 원대입니다. ([wikitree.co.kr](https://www.wikitree.co.kr/articles/484138?utm_source=openai)) 비슷한 효과를 제공하면서 더 저렴한 EMS 케겔 운동 기기를 찾고 계시다면, 현재 검색 결과로는 정확한 대안을 찾기 어렵습니다. 그러나 EMS 기술을 활용한 다양한 마사지기와 운동 기기가 시중에 판매되고 있으므로, 온라인 쇼핑몰이나 전문 매장에서 'EMS 케겔 운동 기기' 또는 'EMS 골반저근 강화 기기' 등의 키워드로 검색해 보시길 권장합니다.  또한, EMS 기기를 사용할 때는 개인의 건강 상태와 목적에 맞는 제품을 선택하는 것이 중요합니다. 특히, 민감한 부위에 사용하는 기기의 경우, 전문가와 상담 후 구매하시는 것을 추천드립니다. "
