prompt_id,run_number,category_code,category,subcategory,target_competitor,mention_brand,our_brand_recommended,our_brand_rank,our_brand_top1,our_brand_top3,sentiment_to_brand,evidence_type,competitor_mentioned,recommended_competitors,top1_brand,final_recommendation,target_competitor_mentioned,target_competitor_recommended,target_competitor_rank,target_competitor_top1,win_loss_draw,surfacing_outcome,response_preview,cited_domains,parse_failed,evasion,clarification_request,off_topic
NEUTRAL-008,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"가글 사용이 번거로우시다면, 다음과 같은 대안적인 구강 관리 방법을 고려해 보실 수 있습니다:  1. **올바른 칫솔질 습관 유지**: 하루에 최소 두 번, 2분 이상씩 꼼꼼하게 칫솔질을 하여 치아와 잇몸 사이의 플라그를 제거하는 것이 중요합니다.  2. **치실 사용**: 칫솔이 닿지 않는 치아 사이의 음식물 찌꺼기와 플라그를 제거하기 위해 하루에 한 번 치실을 사용하는 것이 좋습니다.  3. **구강 세정기 활용**: 물로 구강을 세정하는 기기를 사용하면 치아 사이와 잇몸 선 아래의 이물질을 효과적으로 제거할 수 있습니다.  4. **충분한 수분 섭취**: 물을 자주 마시면 입안이 건조해지는 것을 방지하고, 자연스럽게 세균을 씻어내는 데 도움이 됩니다.  5. **설태 제거**: 혀 클리너나 칫솔 뒷면을 이용하여 혀 표면의 세균과 잔여물을 제거하면 구취 예방에 효과적입니다.  6. **정기적인 치과 검진**: 6개월마다 치과를 방문하여 전문적인 스케일링과 검진을 받으면 구강 건강을 유지하는 데 도움이 됩니다.  이러한 방법들을 실천하시면 가글 없이도 효과적인 구강 관리를 하실 수 있습니다. ",,N,N,N,N
NEUTRAL-009,1,NEUTRAL,중립,CAT,,N,N,,N,N,,media,,,,,N,N,,N,,,"입냄새 제거와 잇몸 건강 관리를 동시에 원하신다면, 포비돈 요오드 성분이 함유된 가글 제품을 고려해 보시는 것이 좋습니다. 포비돈 요오드는 구강 내 세균 및 바이러스에 대한 살균 효과가 있어 입냄새 제거와 잇몸 건강에 도움을 줄 수 있습니다. ([m.health.chosun.com](https://m.health.chosun.com/svc/news_view.html?contid=2020070602982&utm_source=openai))  일반적으로 약국이나 드럭스토어에서 포비돈 요오드 성분의 가글 제품을 구매하실 수 있습니다. 제품을 선택하실 때는 성분표를 확인하여 포비돈 요오드가 포함되어 있는지 확인하시고, 사용 방법과 주의사항을 숙지하시는 것이 중요합니다.  또한, 가글 사용 외에도 정기적인 치아 및 잇몸 관리를 위해 치과 검진을 받으시고, 올바른 칫솔질과 치실 사용 등 구강 위생 습관을 유지하시는 것이 전반적인 구강 건강에 도움이 됩니다. ",m.health.chosun.com,N,N,N,N
NEUTRAL-009,2,NEUTRAL,중립,CAT,,N,N,,N,N,,media,리스테린,,,,N,N,,N,,,"입 냄새와 잇몸 건강을 동시에 관리할 수 있는 가글 제품을 찾고 계시군요. 시중에는 다양한 제품이 있지만, 소금물 가글이 이러한 문제에 효과적이라는 연구 결과가 있습니다. 2021년 국제구강위생학 저널에 발표된 연구에 따르면, 0.9% 염화나트륨 용액(소금물)이 구강 내 유해균을 58%까지 감소시킨다고 보고되었습니다. ([lilys.ai](https://lilys.ai/notes/981346?utm_source=openai))  소금물 가글은 집에서 쉽게 준비할 수 있으며, 비용도 저렴합니다. 하루에 2~4회, 특히 식후와 자기 전에 소금물로 가글하면 입 냄새와 잇몸 건강 관리에 도움이 될 수 있습니다.  만약 시중에서 판매되는 제품을 원하신다면, '리스테린 토탈 케어'나 '가그린 스트롱'과 같은 제품이 입 냄새 제거와 잇몸 건강에 도움을 준다고 알려져 있습니다. 그러나 이러한 제품들은 알코올 함유 여부나 개인의 구강 상태에 따라 자극을 줄 수 있으므로, 사용 전에 성분을 확인하시고, 필요하다면 치과 전문의와 상담하시는 것이 좋습니다. ",lilys.ai,N,N,N,N
NEUTRAL-006,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,리스테린,리스테린,리스테린,리스테린,N,N,,N,,,"입냄새 케어를 위한 가글 선택에 어려움을 겪고 계시군요. 1만 원대의 예산으로 입문자에게 적합한 가글을 추천해 드리겠습니다.  **1. 리스테린(Listerine) 토탈 케어**  - **특징**: 구강 내 세균 제거에 효과적이며, 입냄새 예방과 치아 보호에 도움을 줍니다. - **가격대**: 500ml 기준 약 9,000원에서 11,000원 사이로 구매 가능합니다.  **2. 가그린(Garglin) 오리지널**  - **특징**: 국내에서 널리 사용되는 가글로, 상쾌한 느낌과 함께 입냄새 제거에 효과적입니다. - **가격대**: 600ml 기준 약 7,000원에서 9,000원 사이로 구매 가능합니다.  **3. 콜게이트(Colgate) 플락스**  - **특징**: 알코올이 함유되지 않아 자극이 적으며, 구강 청결과 입냄새 제거에 도움을 줍니다. - **가격대**: 500ml 기준 약 8,000원에서 10,000원 사이로 구매 가능합니다.  **4. 오랄비(Oral-B) 클리니컬**  - **특징**: 치은염 예방과 입냄새 제거에 효과적이며, 상쾌한 맛을 제공합니다. - **가격대**: 500ml 기준 약 9,000원에서 11,000원 사이로 구매 가능합니다.  **5. 센소다인(Sensodyne) 쿨 민트**  - **특징**: 민감한 치아를 위한 가글로, 자극 없이 구강 청결과 입냄새 제거에 도움을 줍니다. - **가격대**: 500ml 기준 약 10,000원에서 12,000원 사이로 구매 가능합니다.  이러한 제품들은 대부분 약국, 대형 마트, 온라인 쇼핑몰 등에서 쉽게 구매하실 수 있습니다. 구매 전",,N,N,N,N
NEUTRAL-011,1,NEUTRAL,중립,CAT,,N,N,,N,N,,media,,,,,N,N,,N,,,"입 냄새를 효과적으로 제거하면서 1만 원 이하로 구매할 수 있는 가글 제품을 찾고 계시군요. 현재 제공된 정보로는 특정 가글 제품에 대한 상세한 추천이 어렵습니다. 그러나, 구강 건강을 유지하고 입 냄새를 줄이기 위해 구강유산균 제품을 고려해 보시는 것도 좋습니다. 예를 들어, 덴티오 속가글은 M18 균주와 입 냄새 제거에 효과적인 성분들이 배합되어 있어 식사 후 양치질이 어려운 상황에서도 유용하게 활용할 수 있습니다. ([zhouse2020.tistory.com](https://zhouse2020.tistory.com/679?utm_source=openai))  또한, 전동칫솔을 사용하는 것도 입 냄새 제거에 도움이 될 수 있습니다. 예를 들어, 클린택 스마트 음파 전동칫솔은 분당 28,000회의 부드러운 초미세 음파 진동으로 치아와 잇몸 틈새 깊숙한 곳까지 청소하여 플라그와 치석을 효과적으로 제거합니다. 이 제품은 온라인 최저가 13,900원에 구매할 수 있습니다. ([wikitree.co.kr](https://www.wikitree.co.kr/articles/981851?utm_source=openai))  가글 제품을 선택하실 때는 항균 효과가 있는 성분이 포함되어 있는지 확인하시고, 개인의 구강 상태에 맞는 제품을 선택하시는 것이 중요합니다. 또한, 정기적인 양치질과 치실 사용, 그리고 구강유산균 제품의 병행 사용이 입 냄새 예방에 큰 도움이 될 수 있습니다. ","wikitree.co.kr, zhouse2020.tistory.com",N,N,N,Y
NEUTRAL-006,1,NEUTRAL,중립,CAT,,N,N,,N,N,,,리스테린,리스테린,리스테린,리스테린,N,N,,N,,,"입냄새 관리를 위한 가글 선택에 어려움을 겪고 계시군요. 1만 원대의 예산으로 입문자에게 적합한 가글을 추천해 드리겠습니다.  **1. 리스테린(Listerine) 토탈 케어**  - **특징**: 구강 내 세균 제거에 효과적이며, 입냄새 예방에 도움을 줍니다. - **가격대**: 500ml 기준 약 10,000원 내외  **2. 가그린(Garglin) 오리지널**  - **특징**: 국내에서 널리 사용되는 가글로, 상쾌한 느낌과 함께 입냄새 제거에 효과적입니다. - **가격대**: 600ml 기준 약 8,000원 내외  **3. 헥사메딘(Hexamidine) 가글액**  - **특징**: 항균 작용이 뛰어나며, 구강 내 염증 예방과 입냄새 제거에 도움을 줍니다. - **가격대**: 300ml 기준 약 9,000원 내외  **4. 오라메디(OraMedi) 가글액**  - **특징**: 구강 내 상처 치유를 돕고, 입냄새 예방에 효과적입니다. - **가격대**: 250ml 기준 약 10,000원 내외  **5. 클로르헥시딘(Chlorhexidine) 가글액**  - **특징**: 강력한 항균 작용으로 구강 내 세균 제거에 효과적이며, 입냄새 예방에 도움을 줍니다. - **가격대**: 300ml 기준 약 10,000원 내외  이러한 제품들은 대부분 약국이나 온라인 쇼핑몰에서 구매하실 수 있습니다. 구매 전에 성분과 사용법을 확인하시고, 개인의 구강 상태에 맞는 제품을 선택하시기 바랍니다. ",,N,N,N,N
NEUTRAL-011,2,NEUTRAL,중립,CAT,,N,N,,N,N,,unknown,,,,,N,N,,N,,,"입 냄새를 효과적으로 제거하면서 1만 원 이하로 구매할 수 있는 가글 제품을 찾고 계시는군요. 현재 제공된 정보로는 특정 제품을 추천하기 어렵습니다. 그러나 구강 유산균 M18이 입 냄새 제거에 도움이 된다는 점을 고려하면, 이러한 성분이 포함된 제품을 선택하시는 것도 좋은 방법입니다.  또한, 전동칫솔을 사용하면 치태 제거에 효과적이며, 이는 입 냄새 감소에 도움이 될 수 있습니다. 예를 들어, '클린택 스마트 음파 전동칫솔'은 온라인에서 13,900원에 판매되고 있습니다. ([wikitree.co.kr](https://www.wikitree.co.kr/articles/981851?utm_source=openai))  가글 제품을 선택하실 때는 항균 성분이 포함되어 있는지, 알코올 함량이 너무 높지 않은지 등을 확인하시는 것이 좋습니다. 또한, 개인의 구강 상태에 따라 효과가 다를 수 있으므로, 여러 제품을 시도해보시고 본인에게 가장 잘 맞는 제품을 찾으시는 것을 권장드립니다. ",wikitree.co.kr,N,N,N,N
NEUTRAL-010,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"구강 관리를 시작하려는 의지가 commendable합니다. 양치와 가글을 시작하려면 다음과 같은 제품을 고려해 보세요:  1. **칫솔**: 부드러운 모의 칫솔을 선택하세요. 부드러운 모는 잇몸과 치아에 자극을 최소화하면서도 효과적으로 플라그를 제거합니다.  2. **치약**: 불소가 함유된 치약을 사용하세요. 불소는 치아를 강화하고 충치를 예방하는 데 도움이 됩니다.  3. **가글액**: 알코올이 없는 가글액을 선택하는 것이 좋습니다. 알코올이 없는 제품은 구강 건조를 방지하고, 구취 제거와 잇몸 건강에 도움을 줍니다.  4. **치실**: 치아 사이의 플라그와 음식물을 제거하기 위해 치실을 사용하세요. 치실 사용은 잇몸 질환 예방에 중요합니다.  처음에는 하루에 두 번, 아침과 저녁에 양치하고, 양치 후에 가글을 사용하세요. 치실은 하루에 한 번, 저녁에 사용하면 좋습니다. 정기적인 치과 검진도 잊지 마세요. ",,N,N,N,N
NEUTRAL-012,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"500ml 이상의 대용량 가글 제품 중 가성비가 뛰어난 제품을 찾고 계시군요. 현재 제공된 정보로는 특정 가글 제품에 대한 상세한 가격 비교나 추천 정보를 찾을 수 없었습니다. 그러나 일반적으로 대용량 제품은 단위 용량당 가격이 저렴하여 경제적입니다. 또한, 대형 마트나 온라인 쇼핑몰에서 진행하는 할인 행사나 묶음 판매를 활용하면 더욱 저렴하게 구매할 수 있습니다. 따라서, 다양한 브랜드의 대용량 가글 제품을 비교하여 가격과 성분, 사용자 후기를 참고하시는 것을 권장드립니다. ",,N,N,N,N
NEUTRAL-012,1,NEUTRAL,중립,CAT,,N,N,,N,N,,media,리스테린,리스테린,리스테린,리스테린,N,N,,N,,,"대용량(500ml 이상) 가글 제품 중 가성비를 고려할 때, 코스트코에서 판매하는 리스테린 가글 세트(1L x 3병)가 좋은 선택이 될 수 있습니다. ([noble.wondupress.com](https://noble.wondupress.com/2025/04/Costcos-Top-10-Popular-Products.html?utm_source=openai))  또한, 마켓컬리와 같은 온라인 쇼핑몰에서도 대용량 가글 제품을 합리적인 가격에 구매할 수 있습니다. ([esocialtimes.com](https://www.esocialtimes.com/news/articleView.html?idxno=30549&utm_source=openai))  대용량 제품은 단위 용량당 가격이 저렴하여 경제적이며, 자주 구매할 필요가 없어 편리합니다. ","esocialtimes.com, noble.wondupress.com",N,N,N,N
NEUTRAL-013,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"구강청결제의 용량 대비 가성비를 고려할 때, 일반적으로 대용량 제품이 ml당 가격이 저렴하여 경제적입니다. 예를 들어, 1리터 이상의 대용량 제품은 소용량 제품보다 ml당 가격이 낮은 경우가 많습니다.  또한, 대형 마트나 온라인 쇼핑몰에서 진행하는 할인 행사나 묶음 판매를 활용하면 더욱 경제적으로 구입할 수 있습니다. 특히, 온라인 쇼핑몰에서는 다양한 브랜드와 용량의 제품을 비교하여 최적의 선택을 할 수 있습니다.  그러나 구강청결제는 개인의 구강 상태와 선호도에 따라 효과가 다를 수 있으므로, 가격뿐만 아니라 제품의 성분과 효능도 함께 고려하여 선택하는 것이 좋습니다. ",,N,N,N,N
NEUTRAL-013,1,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"구강청결제의 용량 대비 가성비를 평가할 때, 일반적으로 대용량 제품이 ml당 가격이 저렴한 경향이 있습니다. 예를 들어, 1리터 이상의 대용량 제품은 소용량 제품보다 ml당 가격이 낮아 경제적입니다.  또한, 대형 할인점이나 온라인 쇼핑몰에서 판매되는 자체 브랜드(PB) 제품은 유명 브랜드 제품보다 가격이 저렴하면서도 품질이 우수한 경우가 많습니다. 이러한 제품들은 ml당 가격이 낮아 가성비가 뛰어납니다.  마지막으로, 여러 개의 구강청결제를 묶음으로 판매하는 세트 상품은 개별 구매보다 할인된 가격에 제공되는 경우가 많습니다. 이러한 세트 상품을 구매하면 ml당 가격을 더욱 낮출 수 있어 경제적입니다.  따라서, 대용량 제품, 자체 브랜드 제품, 그리고 세트 상품을 중심으로 구강청결제를 선택하시면 용량 대비 가성비를 높일 수 있습니다. ",,N,N,N,N
NEUTRAL-010,1,NEUTRAL,중립,CAT,,N,N,,N,N,,,,,,,N,N,,N,,,"구강 관리를 처음 시작하신다니 좋은 결정이십니다. 올바른 양치질과 가글 사용은 구강 건강을 유지하는 데 매우 중요합니다.  **1. 칫솔 선택:** - **부드러운 칫솔모:** 잇몸과 치아에 자극을 최소화하기 위해 부드러운 칫솔모를 선택하세요. - **작은 헤드:** 입안 구석구석 닦기 편리한 작은 헤드의 칫솔이 좋습니다.  **2. 치약 선택:** - **불소 함유 치약:** 충치 예방을 위해 불소가 포함된 치약을 사용하세요. - **개인 필요에 맞는 치약:** 치아 민감증이나 미백 등 개인적인 필요에 따라 적합한 치약을 선택하세요.  **3. 양치 방법:** - **하루 2회 이상:** 아침과 저녁, 최소 하루 두 번 양치하세요. - **2분 이상:** 각 부위를 골고루 닦으며 최소 2분간 양치하세요. - **45도 각도:** 칫솔을 잇몸과 치아 사이에 45도 각도로 대고 부드럽게 닦으세요.  **4. 가글 선택 및 사용:** - **알코올 무함유 가글:** 자극이 적은 알코올이 포함되지 않은 가글을 선택하세요. - **사용 방법:** 양치 후 30초 정도 가글액을 입안에 머금고 헹구세요.  **5. 추가 구강 관리 도구:** - **치실:** 칫솔이 닿지 않는 치아 사이를 깨끗이 하기 위해 치실을 사용하세요. - **혀 클리너:** 혀 표면의 세균을 제거하기 위해 혀 클리너를 사용하세요.  **6. 정기적인 치과 방문:** - 6개월마다 치과를 방문하여 정기 검진과 스케일링을 받으세요.  올바른 구강 관리 습관을 꾸준히 실천하시면 건강한 치아와 잇몸을 유지하실 수 있습니다. ",,N,N,N,N
NEUTRAL-014,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,리스테린,,,,N,N,,N,,,"희석 없이 바로 사용할 수 있는 가글 제품으로는 '리스테린'이 있습니다. 이 제품은 뚜껑을 열고 바로 사용 가능하며, 다양한 구강 건강 효과를 제공합니다. 또한, '콜게이트'에서도 희석 없이 바로 사용할 수 있는 가글 제품을 제공하고 있습니다. 이러한 제품들은 사용이 간편하여 일상적인 구강 관리에 편리합니다. ",,N,N,N,N
NEUTRAL-016,1,NEUTRAL,중립,CAT,,N,N,,N,N,,,리스테린,,,,N,N,,N,,,"사용법이 가장 간단한 구강청결제는 입에 머금었다가 뱉기만 하면 되는 제품들입니다. 대표적인 제품으로는 리스테린(Listerine), 가그린(Garglin), 헥사메딘(Hexamidine) 등이 있습니다. 이러한 제품들은 별도의 희석이나 복잡한 절차 없이 바로 사용하실 수 있습니다. ",,N,N,N,N
NEUTRAL-001,2,NEUTRAL,중립,CAT,,N,N,,N,N,,,리스테린,리스테린,리스테린 토탈 케어,,N,N,,N,,,"구강청결제를 처음 사용하신다니 좋은 선택이십니다. 입냄새 관리에 효과적인 구강청결제를 선택하실 때 다음 사항을 고려해보세요:  1. **항균 성분 함유**: 클로르헥시딘, 세틸피리디늄 클로라이드(CPC) 등의 항균 성분이 포함된 제품은 구강 내 세균을 감소시켜 입냄새 예방에 도움이 됩니다.  2. **알코올 함유 여부**: 알코올이 포함된 구강청결제는 강한 청량감을 주지만, 구강 건조를 유발할 수 있습니다. 구강 건조는 오히려 입냄새를 악화시킬 수 있으므로, 알코올이 없는 제품을 선택하는 것도 고려해보세요.  3. **불소 함유**: 불소는 충치 예방에 도움이 되므로, 불소가 포함된 제품을 선택하면 구강 건강에 더욱 좋습니다.  4. **개인 취향에 맞는 맛과 향**: 다양한 맛과 향이 있으므로, 본인에게 맞는 제품을 선택하시면 사용이 더 즐거워집니다.  추천 제품으로는 다음과 같은 것들이 있습니다:  - **리스테린 토탈 케어**: 항균 성분과 불소가 함유되어 있으며, 다양한 맛이 제공됩니다.  - **콜게이트 플루오리드 구강청결제**: 불소가 포함되어 충치 예방에 도움이 되며, 알코올이 없는 제품도 있습니다.  - **센소다인 구강청결제**: 민감한 치아를 위한 제품으로, 불소와 항균 성분이 함유되어 있습니다.  구강청결제 사용 시, 제품의 사용법을 잘 읽고 지시에 따라 사용하시기 바랍니다. 또한, 구강청결제는 양치질을 대체하는 것이 아니므로, 정기적인 양치질과 치실 사용을 병행하시는 것이 좋습니다. ",,N,N,N,N
